ticker	comment	price_24h	price_48h	price_1w	price_2w	price_3w	price_1m	price_2m	price_3m	price_6m	price_1y	price_2y	price_3y	price_4y	price_5y
AKSO	The short-term (1-month) outlook for AKSO is mildly bullish (+1.9% vs current price of 40.16). At 6 months the model targets 44.52 (+10.9%), a strongly bullish medium-term signal. The 1-year forecast stands at 48.48 (+20.7%). Over a 5-year horizon the model projects 112.58 (cumulative +180.3%).	39.8816	39.7551	39.9574	39.6559	40.5683	40.9365	41.5034	41.7485	44.5206	48.4759	60.6545	74.5414	91.6077	112.5814
AKVA	The short-term (1-month) outlook for AKVA is mildly bullish (+2.1% vs current price of 130.00). At 6 months the model targets 143.96 (+10.7%), a strongly bullish medium-term signal. The 1-year forecast stands at 155.05 (+19.3%). Over a 5-year horizon the model projects 360.52 (cumulative +177.3%).	128.6164	129.2155	129.6835	129.5518	131.9353	132.6981	134.5895	135.3406	143.9599	155.0546	195.4952	239.7356	293.9875	360.5165
APR	The short-term (1-month) outlook for APR is mildly bullish (+1.0% vs current price of 72.80). At 6 months the model targets 79.24 (+8.8%), a bullish medium-term signal. The 1-year forecast stands at 82.16 (+12.9%). Over a 5-year horizon the model projects 169.88 (cumulative +133.4%).	72.6556	72.7222	72.6686	72.3574	73.9453	73.5026	75.2072	75.9086	79.2379	82.1552	102.1734	121.0433	143.3983	169.8819
ARCH	The short-term (1-month) outlook for ARCH is mildly bullish (+1.4% vs current price of 27.45). At 6 months the model targets 29.67 (+8.1%), a bullish medium-term signal. The 1-year forecast stands at 31.52 (+14.8%). Over a 5-year horizon the model projects 59.84 (cumulative +118.0%).	27.3069	27.3016	27.349	27.3201	27.7454	27.845	28.1918	28.3098	29.6748	31.5151	37.4907	43.8142	51.2042	59.8407
AZT	The short-term (1-month) outlook for AZT is mildly bullish (+1.8% vs current price of 19.80). At 6 months the model targets 21.40 (+8.1%), a bullish medium-term signal. The 1-year forecast stands at 22.29 (+12.6%). Over a 5-year horizon the model projects 43.06 (cumulative +117.5%).	19.6144	19.6984	19.785	19.7816	20.2772	20.1485	20.6124	20.4832	21.3996	22.2902	27.0164	31.5579	36.8629	43.0596
AFK	The short-term (1-month) outlook for AFK is mildly bullish (+1.4% vs current price of 187.00). At 6 months the model targets 201.41 (+7.7%), a bullish medium-term signal. The 1-year forecast stands at 213.92 (+14.4%). Over a 5-year horizon the model projects 392.90 (cumulative +110.1%).	185.9049	185.826	186.2068	186.2774	188.6423	189.6167	192.1345	192.503	201.4122	213.917	251.6624	291.9487	338.6842	392.9011
ARR	The short-term (1-month) outlook for ARR is mildly bullish (+1.9% vs current price of 7.22). At 6 months the model targets 8.01 (+10.9%), a strongly bullish medium-term signal. The 1-year forecast stands at 8.49 (+17.5%). Over a 5-year horizon the model projects 20.33 (cumulative +181.5%).	7.1831	7.132	7.2128	7.1972	7.3738	7.3605	7.5734	7.5676	8.0074	8.4856	10.9233	13.4358	16.5262	20.3273
ATEA	The short-term (1-month) outlook for ATEA is sideways (+0.4% vs current price of 142.60). At 6 months the model targets 144.99 (+1.7%), a mildly bullish medium-term signal. The 1-year forecast stands at 147.28 (+3.3%). Over a 5-year horizon the model projects 168.38 (cumulative +18.1%).	142.2776	142.2793	142.5604	142.8797	143.1914	143.2161	143.6452	144.1526	144.9898	147.2795	152.4022	157.5531	162.8781	168.3831
ASA	The short-term (1-month) outlook for ASA is mildly bearish (-0.5% vs current price of 3.15). At 6 months the model targets 3.01 (-4.4%), a bearish medium-term signal. The 1-year forecast stands at 3.19 (+1.3%). Over a 5-year horizon the model projects 2.00 (cumulative -36.4%).	3.1104	3.1012	3.1155	3.1699	3.0977	3.1334	3.1747	3.123	3.0107	3.1923	2.6287	2.4013	2.1936	2.0039
AURG	The short-term (1-month) outlook for AURG is mildly bullish (+0.8% vs current price of 255.05). At 6 months the model targets 266.55 (+4.5%), a bullish medium-term signal. The 1-year forecast stands at 275.05 (+7.8%). Over a 5-year horizon the model projects 396.43 (cumulative +55.4%).	254.1228	254.4599	254.4662	254.6405	256.4386	257.1016	259.3511	260.2095	266.5508	275.0457	304.2594	332.3175	362.9632	396.4349
AUSS	The short-term (1-month) outlook for AUSS is sideways (+0.4% vs current price of 93.40). At 6 months the model targets 96.38 (+3.2%), a bullish medium-term signal. The 1-year forecast stands at 98.61 (+5.6%). Over a 5-year horizon the model projects 127.91 (cumulative +36.9%).	93.2132	93.1781	93.3236	93.2211	93.7581	93.7752	94.3479	94.3037	96.3835	98.6106	105.9181	112.7929	120.1139	127.9101
AUTO	The short-term (1-month) outlook for AUTO is mildly bullish (+2.1% vs current price of 11.79). At 6 months the model targets 13.27 (+12.5%), a strongly bullish medium-term signal. The 1-year forecast stands at 14.09 (+19.5%). Over a 5-year horizon the model projects 38.41 (cumulative +225.7%).	11.712	11.6823	11.6974	11.7444	12.0841	12.0358	12.4123	12.5154	13.2679	14.0869	18.9089	23.9466	30.3264	38.4059
ACR	The short-term (1-month) outlook for ACR is mildly bullish (+1.4% vs current price of 6.73). At 6 months the model targets 7.21 (+7.2%), a bullish medium-term signal. The 1-year forecast stands at 7.47 (+10.9%). Over a 5-year horizon the model projects 13.49 (cumulative +100.4%).	6.71	6.6725	6.7018	6.7384	6.8427	6.8232	6.9457	6.9042	7.2145	7.4653	8.8875	10.2132	11.7367	13.4874
B2I	The short-term (1-month) outlook for B2I is mildly bullish (+2.4% vs current price of 24.90). At 6 months the model targets 28.27 (+13.5%), a strongly bullish medium-term signal. The 1-year forecast stands at 30.73 (+23.4%). Over a 5-year horizon the model projects 88.48 (cumulative +255.3%).	24.6495	24.6887	24.676	24.8048	25.3657	25.5015	26.2011	26.2407	28.266	30.7314	41.3485	53.2831	68.6625	88.4809
BAKKA	The short-term (1-month) outlook for BAKKA is sideways (+0.3% vs current price of 437.00). At 6 months the model targets 439.13 (+0.5%), a sideways medium-term signal. The 1-year forecast stands at 441.27 (+1.0%). Over a 5-year horizon the model projects 458.76 (cumulative +5.0%).	437.109	437.2491	438.2826	437.1764	438.3754	438.1408	439.4289	439.4622	439.1284	441.2658	445.576	449.9269	454.3203	458.7566
BEWI	The short-term (1-month) outlook for BEWI is mildly bearish (-0.6% vs current price of 13.62). At 6 months the model targets 13.42 (-1.5%), a mildly bearish medium-term signal. The 1-year forecast stands at 13.65 (+0.3%). Over a 5-year horizon the model projects 11.71 (cumulative -14.0%).	13.5838	13.5472	13.5819	13.6232	13.5847	13.5421	13.5515	13.5524	13.4163	13.6541	12.8233	12.4426	12.0732	11.7148
BIEN	The short-term (1-month) outlook for BIEN is mildly bullish (+0.6% vs current price of 155.00). At 6 months the model targets 160.90 (+3.8%), a bullish medium-term signal. The 1-year forecast stands at 165.75 (+6.9%). Over a 5-year horizon the model projects 225.22 (cumulative +45.3%).	154.4538	154.6269	154.9183	155.0814	155.6476	155.9461	156.9274	157.9543	160.901	165.7528	179.9865	193.9519	209.0009	225.2175
BNOR	The short-term (1-month) outlook for BNOR is mildly bullish (+1.8% vs current price of 559.00). At 6 months the model targets 608.70 (+8.9%), a bullish medium-term signal. The 1-year forecast stands at 654.34 (+17.1%). Over a 5-year horizon the model projects 1310.21 (cumulative +134.4%).	558.0763	554.122	557.8457	553.5007	563.7544	569.2734	573.9715	577.5776	608.702	654.3434	785.9293	931.9	1104.9819	1310.2103
BONHR	The short-term (1-month) outlook for BONHR is sideways (+0.3% vs current price of 251.50). At 6 months the model targets 258.92 (+2.9%), a mildly bullish medium-term signal. The 1-year forecast stands at 265.79 (+5.7%). Over a 5-year horizon the model projects 336.32 (cumulative +33.7%).	251.1575	250.7725	250.8046	251.2142	252.8241	252.1734	254.1775	255.0312	258.916	265.7892	282.502	299.408	317.3257	336.3156
BOR	The short-term (1-month) outlook for BOR is sideways (+0.5% vs current price of 15.70). At 6 months the model targets 16.04 (+2.2%), a mildly bullish medium-term signal. The 1-year forecast stands at 16.22 (+3.3%). Over a 5-year horizon the model projects 19.42 (cumulative +23.7%).	15.6987	15.6858	15.6885	15.7227	15.7842	15.7737	15.8309	15.8594	16.0377	16.2172	17.095	17.8383	18.614	19.4233
BRG	The short-term (1-month) outlook for BRG is sideways (+0.3% vs current price of 169.20). At 6 months the model targets 169.59 (+0.2%), a sideways medium-term signal. The 1-year forecast stands at 170.71 (+0.9%). Over a 5-year horizon the model projects 173.09 (cumulative +2.3%).	169.0446	169.2286	169.0112	169.3942	169.3844	169.6307	169.8202	169.7467	169.5853	170.7115	170.7465	171.525	172.3071	173.0928
BOUV	The short-term (1-month) outlook for BOUV is sideways (-0.4% vs current price of 51.40). At 6 months the model targets 50.45 (-1.8%), a mildly bearish medium-term signal. The 1-year forecast stands at 51.32 (-0.1%). Over a 5-year horizon the model projects 42.67 (cumulative -17.0%).	51.3092	51.2661	51.2854	51.4	51.2447	51.1809	50.9943	50.9619	50.4516	51.3231	47.7101	45.9657	44.2851	42.6659
BWE	The short-term (1-month) outlook for BWE is mildly bullish (+2.3% vs current price of 55.30). At 6 months the model targets 62.56 (+13.1%), a strongly bullish medium-term signal. The 1-year forecast stands at 67.85 (+22.7%). Over a 5-year horizon the model projects 189.79 (cumulative +243.2%).	54.6414	54.5714	55.047	54.951	56.1746	56.597	57.8337	58.0169	62.5577	67.8533	90.5624	115.8935	148.31	189.7936
BWLPG	The short-term (1-month) outlook for BWLPG is mildly bullish (+1.6% vs current price of 172.50). At 6 months the model targets 189.56 (+9.9%), a bullish medium-term signal. The 1-year forecast stands at 200.77 (+16.4%). Over a 5-year horizon the model projects 442.93 (cumulative +156.8%).	171.4093	171.9401	171.7377	172.588	175.6572	175.2263	179.0623	178.5334	189.5585	200.7745	251.5392	303.7485	366.7942	442.9256
BWO	The short-term (1-month) outlook for BWO is mildly bullish (+1.8% vs current price of 50.70). At 6 months the model targets 56.46 (+11.4%), a strongly bullish medium-term signal. The 1-year forecast stands at 60.71 (+19.7%). Over a 5-year horizon the model projects 148.71 (cumulative +193.3%).	50.2808	50.3328	50.3685	50.4579	51.3655	51.622	52.8826	52.9664	56.46	60.7082	77.9722	96.6953	119.9144	148.7089
CADLR	The short-term (1-month) outlook for CADLR is mildly bullish (+0.7% vs current price of 61.40). At 6 months the model targets 64.43 (+4.9%), a bullish medium-term signal. The 1-year forecast stands at 67.08 (+9.2%). Over a 5-year horizon the model projects 99.41 (cumulative +61.9%).	61.3998	61.1429	61.1423	61.1405	61.5938	61.8466	62.3757	62.1318	64.4311	67.0752	74.4521	81.9844	90.2788	99.4123
CAPSL	The short-term (1-month) outlook for CAPSL is mildly bearish (-0.8% vs current price of 4.53). At 6 months the model targets 4.33 (-4.4%), a bearish medium-term signal. The 1-year forecast stands at 4.49 (-0.9%). Over a 5-year horizon the model projects 2.89 (cumulative -36.2%).	4.4995	4.4885	4.4903	4.5123	4.4734	4.493	4.436	4.4303	4.3311	4.4879	3.7853	3.4602	3.163	2.8913
CAVEN	The short-term (1-month) outlook for CAVEN is sideways (-0.2% vs current price of 7.37). At 6 months the model targets 7.33 (-0.6%), a mildly bearish medium-term signal. The 1-year forecast stands at 7.52 (+2.0%). Over a 5-year horizon the model projects 6.95 (cumulative -5.7%).	7.3332	7.3409	7.3959	7.3247	7.3973	7.3554	7.3507	7.3793	7.3272	7.5197	7.2003	7.1169	7.0345	6.953
CRNA	The short-term (1-month) outlook for CRNA is bullish (+6.4% vs current price of 8.62). At 6 months the model targets 11.45 (+32.8%), a strongly bullish medium-term signal. The 1-year forecast stands at 13.92 (+61.5%). Over a 5-year horizon the model projects 147.51 (cumulative +1611.3%).	8.4369	8.3929	8.6236	8.3793	8.9163	9.1729	9.4759	9.7733	11.4509	13.9244	26.8433	47.3698	83.5923	147.5132
CLOUD	The short-term (1-month) outlook for CLOUD is sideways (+0.4% vs current price of 13.00). At 6 months the model targets 13.33 (+2.6%), a mildly bullish medium-term signal. The 1-year forecast stands at 13.53 (+4.0%). Over a 5-year horizon the model projects 16.74 (cumulative +28.8%).	12.9431	12.9792	12.9821	13.0021	13.0515	13.0516	13.1246	13.1335	13.3327	13.5252	14.3828	15.1284	15.9126	16.7375
CMBTO	The short-term (1-month) outlook for CMBTO is mildly bullish (+1.5% vs current price of 118.60). At 6 months the model targets 128.58 (+8.4%), a bullish medium-term signal. The 1-year forecast stands at 138.16 (+16.5%). Over a 5-year horizon the model projects 266.12 (cumulative +124.4%).	117.7873	117.5613	118.0948	117.8956	119.217	120.3913	122.1128	123.1833	128.5832	138.1596	163.8637	192.6114	226.4024	266.1216
CONTX	The short-term (1-month) outlook for CONTX is sideways (-0.4% vs current price of 3.65). At 6 months the model targets 3.58 (-1.9%), a mildly bearish medium-term signal. The 1-year forecast stands at 3.63 (-0.7%). Over a 5-year horizon the model projects 3.01 (cumulative -17.5%).	3.633	3.6276	3.6272	3.6445	3.6311	3.634	3.6135	3.6083	3.5804	3.6255	3.3795	3.2518	3.129	3.0108
DELIA	The short-term (1-month) outlook for DELIA is mildly bullish (+1.6% vs current price of 370.00). At 6 months the model targets 413.29 (+11.7%), a strongly bullish medium-term signal. The 1-year forecast stands at 458.09 (+23.8%). Over a 5-year horizon the model projects 1118.62 (cumulative +202.3%).	366.936	367.1796	368.7555	365.9448	373.7579	375.9967	384.6899	388.4368	413.2853	458.0916	575.9631	718.6065	896.577	1118.6238
DNB	The short-term (1-month) outlook for DNB is mildly bullish (+0.6% vs current price of 277.20). At 6 months the model targets 287.71 (+3.8%), a bullish medium-term signal. The 1-year forecast stands at 296.98 (+7.1%). Over a 5-year horizon the model projects 402.17 (cumulative +45.1%).	276.3884	276.1986	276.8448	276.2277	278.4692	278.9577	280.8355	281.4821	287.7103	296.9779	321.6932	346.5503	373.328	402.1748
DNO	The short-term (1-month) outlook for DNO is mildly bullish (+2.4% vs current price of 18.92). At 6 months the model targets 21.27 (+12.4%), a strongly bullish medium-term signal. The 1-year forecast stands at 23.04 (+21.8%). Over a 5-year horizon the model projects 61.04 (cumulative +222.6%).	18.7225	18.7601	18.8787	18.8379	19.2132	19.3806	19.734	19.8556	21.2712	23.0369	30.2277	38.2073	48.2934	61.0421
DOFG	The short-term (1-month) outlook for DOFG is mildly bullish (+2.4% vs current price of 137.60). At 6 months the model targets 154.42 (+12.2%), a strongly bullish medium-term signal. The 1-year forecast stands at 168.13 (+22.2%). Over a 5-year horizon the model projects 436.05 (cumulative +216.9%).	136.327	136.4517	136.8421	136.5473	139.5663	140.9144	143.5605	144.4346	154.4224	168.1307	218.2659	274.8967	346.2208	436.0506
EIOF	The short-term (1-month) outlook for EIOF is mildly bullish (+1.6% vs current price of 16.60). At 6 months the model targets 17.95 (+8.1%), a bullish medium-term signal. The 1-year forecast stands at 19.09 (+15.0%). Over a 5-year horizon the model projects 36.18 (cumulative +117.9%).	16.4848	16.4982	16.5795	16.5219	16.7683	16.8608	17.0068	17.1147	17.945	19.09	22.6699	26.4923	30.9593	36.1794
EMGS	The short-term (1-month) outlook for EMGS is bearish (-7.3% vs current price of 0.26). At 6 months the model targets 0.20 (-24.8%), a strongly bearish medium-term signal. The 1-year forecast stands at 0.27 (+1.8%). Over a 5-year horizon the model projects 0.02 (cumulative -94.2%).	0.2502	0.2541	0.2416	0.2564	0.2426	0.243	0.2279	0.2286	0.1971	0.2667	0.0839	0.0475	0.0269	0.0152
ELK	The short-term (1-month) outlook for ELK is mildly bullish (+1.2% vs current price of 28.46). At 6 months the model targets 30.81 (+8.3%), a bullish medium-term signal. The 1-year forecast stands at 32.16 (+13.0%). Over a 5-year horizon the model projects 62.93 (cumulative +121.1%).	28.284	28.2316	28.3363	28.4609	28.8953	28.8101	29.4225	29.4806	30.8105	32.1578	39.0922	45.8161	53.6965	62.9323
ELABS	The short-term (1-month) outlook for ELABS is mildly bearish (-2.4% vs current price of 2.95). At 6 months the model targets 2.61 (-11.8%), a strongly bearish medium-term signal. The 1-year forecast stands at 2.96 (+0.0%). Over a 5-year horizon the model projects 0.84 (cumulative -71.4%).	2.9172	2.9153	2.9146	2.9481	2.9055	2.8828	2.8343	2.7863	2.6069	2.9564	1.7899	1.393	1.0842	0.8438
ELMRA	The short-term (1-month) outlook for ELMRA is sideways (+0.4% vs current price of 35.00). At 6 months the model targets 35.81 (+2.3%), a mildly bullish medium-term signal. The 1-year forecast stands at 36.41 (+4.0%). Over a 5-year horizon the model projects 43.97 (cumulative +25.6%).	34.9248	34.924	35.0133	34.9752	35.1665	35.1403	35.2926	35.4669	35.8078	36.4123	38.3448	40.1352	42.0092	43.9708
ELO	The short-term (1-month) outlook for ELO is mildly bullish (+0.9% vs current price of 35.10). At 6 months the model targets 35.99 (+2.5%), a mildly bullish medium-term signal. The 1-year forecast stands at 37.04 (+5.5%). Over a 5-year horizon the model projects 45.08 (cumulative +28.4%).	34.8373	34.7155	35.0564	35.0787	35.5121	35.4317	35.5724	35.7177	35.9891	37.0445	38.7938	40.7841	42.8764	45.0761
ENDUR	The short-term (1-month) outlook for ENDUR is mildly bullish (+1.1% vs current price of 107.60). At 6 months the model targets 114.44 (+6.4%), a bullish medium-term signal. The 1-year forecast stands at 120.33 (+11.8%). Over a 5-year horizon the model projects 199.27 (cumulative +85.2%).	107.1302	106.9754	107.0916	106.9202	108.2628	108.7661	109.805	110.0157	114.4391	120.332	137.6769	155.7347	176.1609	199.2663
ENSU	The short-term (1-month) outlook for ENSU is mildly bearish (-0.8% vs current price of 0.65). At 6 months the model targets 0.62 (-4.0%), a bearish medium-term signal. The 1-year forecast stands at 0.64 (-1.1%). Over a 5-year horizon the model projects 0.43 (cumulative -33.8%).	0.6435	0.6431	0.6414	0.6484	0.6426	0.6437	0.6368	0.6375	0.6228	0.6417	0.5504	0.5068	0.4667	0.4298
ENTRA	The short-term (1-month) outlook for ENTRA is sideways (-0.2% vs current price of 105.40). At 6 months the model targets 105.07 (-0.3%), a sideways medium-term signal. The 1-year forecast stands at 105.77 (+0.4%). Over a 5-year horizon the model projects 102.12 (cumulative -3.1%).	105.1822	105.2203	105.242	105.3581	105.3012	105.2218	105.4055	105.3126	105.0671	105.7736	104.0747	103.4183	102.766	102.1179
ENVIP	The short-term (1-month) outlook for ENVIP is mildly bearish (-0.6% vs current price of 50.30). At 6 months the model targets 50.27 (-0.1%), a sideways medium-term signal. The 1-year forecast stands at 51.93 (+3.2%). Over a 5-year horizon the model projects 49.96 (cumulative -0.7%).	49.7498	50.0849	49.7192	50.5033	49.5919	50.0008	50.0913	50.1159	50.2655	51.9344	50.1621	50.0934	50.0247	49.9561
EQNR	The short-term (1-month) outlook for EQNR is mildly bullish (+2.5% vs current price of 356.60). At 6 months the model targets 402.47 (+12.9%), a strongly bullish medium-term signal. The 1-year forecast stands at 443.70 (+24.4%). Over a 5-year horizon the model projects 1195.80 (cumulative +235.3%).	353.7991	352.6242	355.585	351.7937	360.684	365.5786	370.5153	373.3394	402.4658	443.7032	578.5913	736.9994	938.777	1195.7977
EQVA	The short-term (1-month) outlook for EQVA is sideways (-0.4% vs current price of 3.48). At 6 months the model targets 3.40 (-2.3%), a mildly bearish medium-term signal. The 1-year forecast stands at 3.49 (+0.2%). Over a 5-year horizon the model projects 2.75 (cumulative -20.8%).	3.4613	3.4627	3.4635	3.4704	3.4483	3.4665	3.4552	3.4335	3.3996	3.4885	3.1694	3.0246	2.8865	2.7546
EPR	The short-term (1-month) outlook for EPR is mildly bullish (+0.9% vs current price of 97.40). At 6 months the model targets 101.95 (+4.7%), a bullish medium-term signal. The 1-year forecast stands at 104.18 (+7.0%). Over a 5-year horizon the model projects 153.71 (cumulative +57.8%).	97.0338	97.0754	97.1543	97.5026	98.2733	98.2629	99.1161	99.1475	101.9464	104.1757	116.899	128.0668	140.3015	153.7051
DFENS	The short-term (1-month) outlook for DFENS is mildly bullish (+0.8% vs current price of 13.80). At 6 months the model targets 14.84 (+7.5%), a bullish medium-term signal. The 1-year forecast stands at 15.77 (+14.3%). Over a 5-year horizon the model projects 28.47 (cumulative +106.3%).	13.7164	13.6751	13.641	13.9382	13.97	13.9157	14.1872	14.1223	14.8365	15.769	18.4369	21.3105	24.6319	28.471
FRO	The short-term (1-month) outlook for FRO is mildly bullish (+2.7% vs current price of 329.70). At 6 months the model targets 372.12 (+12.9%), a strongly bullish medium-term signal. The 1-year forecast stands at 405.50 (+23.0%). Over a 5-year horizon the model projects 1105.98 (cumulative +235.5%).	326.6493	327.3401	327.3557	326.875	335.5024	338.4464	346.3556	348.7819	372.119	405.4991	535.0206	681.5477	868.2045	1105.9813
GENT	The short-term (1-month) outlook for GENT is sideways (+0.3% vs current price of 44.00). At 6 months the model targets 43.99 (-0.0%), a sideways medium-term signal. The 1-year forecast stands at 44.74 (+1.7%). Over a 5-year horizon the model projects 43.91 (cumulative -0.2%).	44.0123	43.8738	44.0727	43.9894	44.1913	44.1406	44.2614	44.1029	43.9914	44.7413	43.9656	43.9484	43.9312	43.9141
GJF	The short-term (1-month) outlook for GJF is mildly bullish (+0.7% vs current price of 260.40). At 6 months the model targets 267.99 (+2.9%), a mildly bullish medium-term signal. The 1-year forecast stands at 272.18 (+4.5%). Over a 5-year horizon the model projects 347.09 (cumulative +33.3%).	259.6091	259.3607	260.4011	260.2882	261.9878	262.1223	263.7682	263.7608	267.9916	272.1765	292.1204	309.4014	327.7047	347.0908
GOD	The short-term (1-month) outlook for GOD is mildly bullish (+1.0% vs current price of 11.20). At 6 months the model targets 11.88 (+6.1%), a bullish medium-term signal. The 1-year forecast stands at 12.40 (+10.7%). Over a 5-year horizon the model projects 20.23 (cumulative +80.6%).	11.1742	11.1791	11.1715	11.1923	11.2961	11.3152	11.4505	11.4968	11.8822	12.3968	14.1884	15.9695	17.9742	20.2305
GSF	The short-term (1-month) outlook for GSF is sideways (+0.3% vs current price of 34.42). At 6 months the model targets 35.17 (+2.2%), a mildly bullish medium-term signal. The 1-year forecast stands at 35.69 (+3.7%). Over a 5-year horizon the model projects 42.68 (cumulative +24.0%).	34.3354	34.3491	34.3655	34.4395	34.576	34.5134	34.6661	34.844	35.1687	35.6885	37.5139	39.1637	40.886	42.684
GYL	The short-term (1-month) outlook for GYL is sideways (+0.3% vs current price of 426.00). At 6 months the model targets 436.57 (+2.5%), a mildly bullish medium-term signal. The 1-year forecast stands at 444.22 (+4.3%). Over a 5-year horizon the model projects 544.37 (cumulative +27.8%).	425.8003	425.1521	425.5043	425.9008	428.261	427.3494	430.5098	431.4746	436.5743	444.223	469.8983	493.5157	518.3202	544.3714
HAFNI	The short-term (1-month) outlook for HAFNI is mildly bullish (+2.0% vs current price of 79.20). At 6 months the model targets 86.51 (+9.2%), a bullish medium-term signal. The 1-year forecast stands at 92.14 (+16.3%). Over a 5-year horizon the model projects 191.38 (cumulative +141.6%).	78.5765	78.72	78.9418	78.8027	80.3677	80.7527	81.8645	82.3565	86.5051	92.1423	112.7175	134.4697	160.4196	191.3774
HGSB	The short-term (1-month) outlook for HGSB is mildly bullish (+0.6% vs current price of 164.98). At 6 months the model targets 170.50 (+3.3%), a bullish medium-term signal. The 1-year forecast stands at 176.23 (+6.8%). Over a 5-year horizon the model projects 229.29 (cumulative +39.0%).	164.4579	164.3349	164.8418	164.8985	165.436	165.9287	166.3177	166.7605	170.5009	176.2254	188.1971	201.0035	214.6814	229.29
HAVI	The short-term (1-month) outlook for HAVI is sideways (+0.1% vs current price of 1.17). At 6 months the model targets 1.21 (+3.4%), a bullish medium-term signal. The 1-year forecast stands at 1.26 (+7.4%). Over a 5-year horizon the model projects 1.64 (cumulative +39.2%).	1.1684	1.1728	1.1566	1.1668	1.1841	1.1756	1.1809	1.1904	1.2145	1.2616	1.3411	1.4328	1.5308	1.6354
