ticker	comment	price_24h	price_48h	price_1w	price_2w	price_3w	price_1m	price_2m	price_3m	price_6m	price_1y	price_2y	price_3y	price_4y	price_5y
ARCH	The short-term (1-month) outlook for ARCH is bearish (-7.0% vs current price of 27.45). At 6 months the model targets 22.96 (-16.4%), a strongly bearish medium-term signal. The 1-year forecast stands at 18.23 (-33.6%). Over a 5-year horizon the model projects 7.21 (cumulative -73.7%).	27.4238	27.506	27.3712	26.263	25.9288	25.5411	22.0573	22.6187	22.957	18.2299	14.7018	11.7325	10.9069	7.2137
ASA	The short-term (1-month) outlook for ASA is strongly bearish (-29.5% vs current price of 3.15). At 6 months the model targets 1.73 (-44.9%), a strongly bearish medium-term signal. The 1-year forecast stands at 0.68 (-78.4%). Over a 5-year horizon the model projects 0.01 (cumulative -99.5%).	3.1146	2.8448	2.1559	2.2152	2.3846	2.2213	2.3559	2.0175	1.7345	0.6791	0.0616	0.0096	0.002	0.0142
ATEA	The short-term (1-month) outlook for ATEA is sideways (+0.2% vs current price of 142.60). At 6 months the model targets 149.54 (+4.9%), a bullish medium-term signal. The 1-year forecast stands at 150.82 (+5.8%). Over a 5-year horizon the model projects 196.76 (cumulative +38.0%).	142.517	142.5549	144.1837	142.094	141.3416	142.8478	140.0715	148.38	149.543	150.8161	177.741	201.4128	174.2902	196.759
BIEN	The short-term (1-month) outlook for BIEN is bullish (+3.2% vs current price of 155.00). At 6 months the model targets 220.62 (+42.3%), a strongly bullish medium-term signal. The 1-year forecast stands at 241.67 (+55.9%). Over a 5-year horizon the model projects 155.00 (cumulative +0.0%).	155.5353	157.0436	156.0805	156.7549	157.4122	159.9493	172.5044	179.6907	220.618	241.6742	299.6577	282.8919	155.0	155.0
AUTO	The short-term (1-month) outlook for AUTO is bearish (-8.7% vs current price of 11.79). At 6 months the model targets 10.46 (-11.3%), a strongly bearish medium-term signal. The 1-year forecast stands at 8.80 (-25.4%). Over a 5-year horizon the model projects 11.79 (cumulative +0.0%).	11.6136	11.6012	11.653	11.0237	10.7575	10.7657	9.9438	6.7608	10.4635	8.7979	3.8678	4.9092	3.3141	11.79
AURG	The short-term (1-month) outlook for AURG is mildly bullish (+0.6% vs current price of 255.05). At 6 months the model targets 267.06 (+4.7%), a bullish medium-term signal. The 1-year forecast stands at 281.65 (+10.4%). Over a 5-year horizon the model projects 530.16 (cumulative +107.9%).	255.239	255.4685	255.9889	255.2639	255.6495	256.6085	259.1556	260.409	267.0565	281.6519	353.8452	397.8942	467.2517	530.1585
BEWI	The short-term (1-month) outlook for BEWI is mildly bullish (+1.7% vs current price of 13.62). At 6 months the model targets 10.11 (-25.7%), a strongly bearish medium-term signal. The 1-year forecast stands at 8.52 (-37.5%). Over a 5-year horizon the model projects 8.97 (cumulative -34.1%).	13.5607	13.643	13.4709	13.7896	13.7434	13.8526	14.5137	13.6253	10.1129	8.5186	7.9776	4.715	13.8785	8.9706
AUSS	The short-term (1-month) outlook for AUSS is bullish (+3.7% vs current price of 93.40). At 6 months the model targets 98.42 (+5.4%), a bullish medium-term signal. The 1-year forecast stands at 115.02 (+23.1%). Over a 5-year horizon the model projects 186.92 (cumulative +100.1%).	93.0491	92.68	93.4028	93.8438	95.1609	96.849	101.3595	96.0068	98.4201	115.0187	124.2153	120.4855	143.8907	186.9205
B2I	The short-term (1-month) outlook for B2I is bearish (-6.0% vs current price of 24.90). At 6 months the model targets 27.55 (+10.6%), a strongly bullish medium-term signal. The 1-year forecast stands at 21.56 (-13.4%). Over a 5-year horizon the model projects 43.80 (cumulative +75.9%).	24.8191	24.7281	24.4764	24.1281	23.3425	23.3977	23.8019	25.4027	27.5452	21.5551	19.194	23.6363	50.7978	43.7957
ACR	The short-term (1-month) outlook for ACR is mildly bullish (+1.6% vs current price of 6.73). At 6 months the model targets 6.68 (-0.8%), a mildly bearish medium-term signal. The 1-year forecast stands at 8.46 (+25.8%). Over a 5-year horizon the model projects 1.99 (cumulative -70.5%).	6.7342	6.7537	6.7719	6.9759	6.8922	6.8397	7.0825	7.1617	6.6781	8.4632	5.6618	2.9448	4.9952	1.9881
BAKKA	The short-term (1-month) outlook for BAKKA is mildly bullish (+2.1% vs current price of 437.00). At 6 months the model targets 492.49 (+12.7%), a strongly bullish medium-term signal. The 1-year forecast stands at 495.68 (+13.4%). Over a 5-year horizon the model projects 857.61 (cumulative +96.3%).	441.1391	441.8793	446.2443	462.3304	454.9421	446.2463	432.3421	449.4673	492.4908	495.6799	649.6707	661.665	847.6393	857.6145
BNOR	The short-term (1-month) outlook for BNOR is sideways (-0.4% vs current price of 559.00). At 6 months the model targets 516.70 (-7.6%), a bearish medium-term signal. The 1-year forecast stands at 540.89 (-3.2%). Over a 5-year horizon the model projects 894.31 (cumulative +60.0%).	567.5357	587.9464	523.3509	565.9284	541.2276	556.4847	542.5547	516.1451	516.7002	540.8937	509.5608	692.6655	1026.9359	894.3055
BONHR	The short-term (1-month) outlook for BONHR is mildly bullish (+2.8% vs current price of 251.50). At 6 months the model targets 284.62 (+13.2%), a strongly bullish medium-term signal. The 1-year forecast stands at 332.02 (+32.0%). Over a 5-year horizon the model projects 908.46 (cumulative +261.2%).	251.9555	251.3067	251.655	253.0325	256.2602	258.5185	282.3724	298.9506	284.6159	332.0208	381.1841	342.5514	364.4876	908.4577
BOR	The short-term (1-month) outlook for BOR is mildly bullish (+1.7% vs current price of 15.70). At 6 months the model targets 14.64 (-6.8%), a bearish medium-term signal. The 1-year forecast stands at 12.35 (-21.3%). Over a 5-year horizon the model projects 0.69 (cumulative -95.6%).	15.9498	15.9746	15.9309	16.0054	16.2114	15.9705	14.582	15.709	14.6394	12.3504	5.8806	4.3963	5.1844	0.6862
BWE	The short-term (1-month) outlook for BWE is mildly bullish (+2.6% vs current price of 55.30). At 6 months the model targets 61.88 (+11.9%), a strongly bullish medium-term signal. The 1-year forecast stands at 51.88 (-6.2%). Over a 5-year horizon the model projects 109.18 (cumulative +97.4%).	55.5127	55.2672	54.3177	55.9311	55.1514	56.7297	55.9735	58.8554	61.8817	51.8765	55.6054	56.4226	60.301	109.1835
BRG	The short-term (1-month) outlook for BRG is mildly bearish (-1.0% vs current price of 169.20). At 6 months the model targets 181.47 (+7.3%), a bullish medium-term signal. The 1-year forecast stands at 184.09 (+8.8%). Over a 5-year horizon the model projects 385.13 (cumulative +127.6%).	169.244	168.6566	174.1474	172.189	169.0836	167.4411	174.4788	170.5035	181.4732	184.0861	213.5095	295.4775	389.2729	385.1321
BOUV	The short-term (1-month) outlook for BOUV is mildly bullish (+2.9% vs current price of 51.40). At 6 months the model targets 73.32 (+42.7%), a strongly bullish medium-term signal. The 1-year forecast stands at 79.86 (+55.4%). Over a 5-year horizon the model projects 194.90 (cumulative +279.2%).	51.2847	51.3489	51.9379	52.4408	52.7177	52.8704	47.7109	46.2976	73.3245	79.8559	83.9327	96.5474	113.0874	194.896
CAVEN	The short-term (1-month) outlook for CAVEN is bearish (-7.8% vs current price of 7.37). At 6 months the model targets 6.29 (-14.7%), a strongly bearish medium-term signal. The 1-year forecast stands at 3.89 (-47.2%). Over a 5-year horizon the model projects 7.37 (cumulative +0.0%).	7.2173	7.2621	7.0476	6.9801	6.7174	6.7964	6.578	5.5907	6.2879	3.8891	7.37	7.37	7.37	7.37
CMBTO	The short-term (1-month) outlook for CMBTO is strongly bullish (+16.6% vs current price of 118.60). At 6 months the model targets 118.60 (+0.0%), a sideways medium-term signal. The 1-year forecast stands at 118.60 (+0.0%). Over a 5-year horizon the model projects 118.60 (cumulative +0.0%).	118.4688	119.5795	120.6262	128.0008	130.869	138.2911	145.9081	155.7724	118.6	118.6	118.6	118.6	118.6	118.6
DELIA	The short-term (1-month) outlook for DELIA is strongly bullish (+11.1% vs current price of 370.00). At 6 months the model targets 370.00 (+0.0%), a sideways medium-term signal. The 1-year forecast stands at 370.00 (+0.0%). Over a 5-year horizon the model projects 370.00 (cumulative +0.0%).	374.5423	385.5653	412.6579	444.3935	475.0209	411.1727	551.0957	562.7995	370.0	370.0	370.0	370.0	370.0	370.0
BWO	The short-term (1-month) outlook for BWO is mildly bearish (-1.4% vs current price of 50.70). At 6 months the model targets 39.87 (-21.4%), a strongly bearish medium-term signal. The 1-year forecast stands at 45.64 (-10.0%). Over a 5-year horizon the model projects 39.79 (cumulative -21.5%).	50.6289	50.5245	49.9048	49.9849	48.5334	49.9791	31.0737	46.4601	39.8651	45.6362	38.4624	34.7304	33.9411	39.7917
BWLPG	The short-term (1-month) outlook for BWLPG is mildly bearish (-2.0% vs current price of 172.50). At 6 months the model targets 227.52 (+31.9%), a strongly bullish medium-term signal. The 1-year forecast stands at 226.72 (+31.4%). Over a 5-year horizon the model projects 635.39 (cumulative +268.3%).	170.6956	170.6362	172.3749	171.8033	167.0729	169.0358	174.5841	196.0756	227.5197	226.7211	235.3052	313.7532	411.8244	635.3929
CAPSL	The short-term (1-month) outlook for CAPSL is bearish (-9.7% vs current price of 4.53). At 6 months the model targets 4.11 (-9.3%), a bearish medium-term signal. The 1-year forecast stands at 3.11 (-31.3%). Over a 5-year horizon the model projects 4.53 (cumulative -0.0%).	4.5932	4.5268	4.4968	4.3838	4.2417	4.0893	4.0863	4.2698	4.1089	3.1129	4.5621	2.8757	1.4121	4.53
CADLR	The short-term (1-month) outlook for CADLR is bullish (+3.6% vs current price of 61.40). At 6 months the model targets 74.88 (+22.0%), a strongly bullish medium-term signal. The 1-year forecast stands at 65.78 (+7.1%). Over a 5-year horizon the model projects 107.36 (cumulative +74.9%).	61.6226	61.411	62.6113	62.5991	64.3783	63.6312	71.4408	69.5704	74.8808	65.7782	73.8864	80.8549	81.9916	107.3601
CLOUD	The short-term (1-month) outlook for CLOUD is bearish (-3.6% vs current price of 13.00). At 6 months the model targets 13.61 (+4.7%), a bullish medium-term signal. The 1-year forecast stands at 15.51 (+19.3%). Over a 5-year horizon the model projects 10.92 (cumulative -16.0%).	12.9835	12.9974	12.9733	13.0012	12.7068	12.5271	12.7992	13.6514	13.6079	15.5053	9.4703	10.3267	10.3211	10.9224
DOFG	The short-term (1-month) outlook for DOFG is bullish (+8.0% vs current price of 137.60). At 6 months the model targets 131.29 (-4.6%), a bearish medium-term signal. The 1-year forecast stands at 139.82 (+1.6%). Over a 5-year horizon the model projects 137.60 (cumulative -0.0%).	138.5712	138.727	142.8241	149.6081	147.7828	148.6256	135.1826	123.4511	131.2867	139.8174	281.3331	137.6	137.6	137.6
CRNA	The short-term (1-month) outlook for CRNA is strongly bullish (+52.1% vs current price of 8.62). At 6 months the model targets 2.35 (-72.7%), a strongly bearish medium-term signal. The 1-year forecast stands at 0.55 (-93.6%). Over a 5-year horizon the model projects 0.21 (cumulative -97.6%).	8.8779	9.9345	11.4287	9.9481	9.6902	13.1112	2.0333	3.1341	2.3501	0.5481	0.5289	1.1294	1.0423	0.2093
CONTX	The short-term (1-month) outlook for CONTX is bearish (-5.7% vs current price of 3.65). At 6 months the model targets 3.40 (-7.0%), a bearish medium-term signal. The 1-year forecast stands at 3.16 (-13.4%). Over a 5-year horizon the model projects 3.48 (cumulative -4.7%).	3.6448	3.6286	3.6255	3.5287	3.4501	3.4408	3.3768	3.1587	3.3961	3.1595	2.1626	1.8268	1.2712	3.479
ELABS	The short-term (1-month) outlook for ELABS is strongly bearish (-22.3% vs current price of 2.95). At 6 months the model targets 5.80 (+96.2%), a strongly bullish medium-term signal. The 1-year forecast stands at 3.82 (+29.1%). Over a 5-year horizon the model projects 0.90 (cumulative -69.4%).	2.8756	2.7444	2.7428	2.4483	2.2713	2.2955	2.057	1.69	5.7977	3.816	4.1407	1.9259	2.815	0.9032
DNB	The short-term (1-month) outlook for DNB is mildly bullish (+1.0% vs current price of 277.20). At 6 months the model targets 273.96 (-1.2%), a mildly bearish medium-term signal. The 1-year forecast stands at 285.57 (+3.0%). Over a 5-year horizon the model projects 481.40 (cumulative +73.7%).	276.6442	277.4754	276.7933	279.105	278.5746	280.0689	280.1454	268.8908	273.9614	285.5686	330.224	374.7848	421.0435	481.4049
EIOF	The short-term (1-month) outlook for EIOF is mildly bullish (+2.5% vs current price of 16.60). At 6 months the model targets 15.52 (-6.5%), a bearish medium-term signal. The 1-year forecast stands at 14.95 (-9.9%). Over a 5-year horizon the model projects 22.76 (cumulative +37.1%).	16.6926	16.726	16.6154	17.1119	17.0599	17.0174	19.0151	17.6245	15.5222	14.9519	13.5664	6.8966	12.1175	22.7585
DNO	The short-term (1-month) outlook for DNO is mildly bearish (-2.9% vs current price of 18.92). At 6 months the model targets 18.95 (+0.2%), a sideways medium-term signal. The 1-year forecast stands at 18.66 (-1.4%). Over a 5-year horizon the model projects 15.75 (cumulative -16.8%).	18.8888	18.4941	18.4865	17.9103	18.1193	18.3746	19.3808	18.8714	18.9515	18.6559	13.2505	17.8178	25.0598	15.7457
EMGS	The short-term (1-month) outlook for EMGS is strongly bearish (-14.0% vs current price of 0.26). At 6 months the model targets 0.72 (+175.0%), a strongly bullish medium-term signal. The 1-year forecast stands at 0.55 (+108.5%). Over a 5-year horizon the model projects 0.69 (cumulative +165.0%).	0.2724	0.2757	0.2906	0.2274	0.2333	0.2252	0.2791	0.3046	0.7204	0.5464	0.9007	1.1745	0.9866	0.6944
ELK	The short-term (1-month) outlook for ELK is bearish (-7.3% vs current price of 28.46). At 6 months the model targets 23.93 (-15.9%), a strongly bearish medium-term signal. The 1-year forecast stands at 22.54 (-20.8%). Over a 5-year horizon the model projects 35.85 (cumulative +26.0%).	28.3335	28.4397	28.2339	28.3158	27.9275	26.3931	24.2284	26.1681	23.9309	22.5399	17.3096	28.8605	31.3698	35.8546
ELO	The short-term (1-month) outlook for ELO is bullish (+8.0% vs current price of 35.10). At 6 months the model targets 48.93 (+39.4%), a strongly bullish medium-term signal. The 1-year forecast stands at 46.05 (+31.2%). Over a 5-year horizon the model projects 35.10 (cumulative +0.0%).	35.1276	35.6098	34.7227	34.3594	35.4781	37.9016	40.8174	44.0424	48.9322	46.0473	84.2405	93.2071	100.5197	35.1
ELMRA	The short-term (1-month) outlook for ELMRA is sideways (+0.1% vs current price of 35.00). At 6 months the model targets 38.69 (+10.5%), a strongly bullish medium-term signal. The 1-year forecast stands at 41.77 (+19.3%). Over a 5-year horizon the model projects 27.68 (cumulative -20.9%).	34.9877	34.8786	34.8804	34.5742	34.9357	35.0294	36.2977	37.7927	38.685	41.7695	52.5089	27.5812	21.5205	27.6824
ENVIP	The short-term (1-month) outlook for ENVIP is strongly bullish (+11.4% vs current price of 50.30). At 6 months the model targets 70.84 (+40.8%), a strongly bullish medium-term signal. The 1-year forecast stands at 61.04 (+21.4%). Over a 5-year horizon the model projects 50.30 (cumulative +0.0%).	51.0827	52.8325	55.1951	56.305	57.2236	56.0251	66.9643	59.3462	70.8369	61.0405	123.854	138.3547	185.2101	50.3
ENDUR	The short-term (1-month) outlook for ENDUR is bullish (+7.3% vs current price of 107.60). At 6 months the model targets 123.07 (+14.4%), a strongly bullish medium-term signal. The 1-year forecast stands at 186.38 (+73.2%). Over a 5-year horizon the model projects 56.82 (cumulative -47.2%).	107.6798	107.9352	108.5566	109.4812	111.5486	115.4644	124.1652	124.9352	123.0663	186.3774	215.0554	76.0765	67.0052	56.8225
ENSU	The short-term (1-month) outlook for ENSU is sideways (+0.1% vs current price of 0.65). At 6 months the model targets 0.38 (-42.1%), a strongly bearish medium-term signal. The 1-year forecast stands at 0.05 (-92.0%). Over a 5-year horizon the model projects 0.00 (cumulative -99.9%).	0.6472	0.6451	0.6547	0.653	0.6487	0.6499	0.5684	0.5461	0.3759	0.0522	0.0225	0.0345	0.0152	0.0007
ENTRA	The short-term (1-month) outlook for ENTRA is bearish (-9.1% vs current price of 105.40). At 6 months the model targets 93.82 (-11.0%), a strongly bearish medium-term signal. The 1-year forecast stands at 125.82 (+19.4%). Over a 5-year horizon the model projects 113.53 (cumulative +7.7%).	105.2361	104.9565	103.9973	102.0827	97.6958	95.7584	98.8407	100.6435	93.8193	125.8154	88.218	73.4634	86.2974	113.5314
EQNR	The short-term (1-month) outlook for EQNR is bullish (+4.3% vs current price of 356.60). At 6 months the model targets 432.53 (+21.3%), a strongly bullish medium-term signal. The 1-year forecast stands at 403.05 (+13.0%). Over a 5-year horizon the model projects 840.52 (cumulative +135.7%).	353.9686	354.8579	345.2432	342.9409	353.2261	371.9274	389.9922	422.8495	432.5314	403.0468	391.7236	393.2935	538.0802	840.5247
DFENS	The short-term (1-month) outlook for DFENS is mildly bullish (+1.5% vs current price of 13.80). At 6 months the model targets 21.83 (+58.2%), a strongly bullish medium-term signal. The 1-year forecast stands at 17.15 (+24.3%). Over a 5-year horizon the model projects 0.12 (cumulative -99.1%).	13.8177	13.7608	13.7235	13.4627	13.5904	14.0049	13.8119	15.7016	21.8266	17.1512	7.2778	12.1033	1.9623	0.1213
EQVA	The short-term (1-month) outlook for EQVA is bearish (-4.5% vs current price of 3.48). At 6 months the model targets 2.37 (-31.9%), a strongly bearish medium-term signal. The 1-year forecast stands at 1.17 (-66.4%). Over a 5-year horizon the model projects 5.63 (cumulative +61.7%).	3.4495	3.4461	3.419	3.4784	3.479	3.3245	3.2556	2.9231	2.3713	1.1701	1.1543	4.4052	4.7627	5.6282
EPR	The short-term (1-month) outlook for EPR is mildly bullish (+0.8% vs current price of 97.40). At 6 months the model targets 115.34 (+18.4%), a strongly bullish medium-term signal. The 1-year forecast stands at 141.54 (+45.3%). Over a 5-year horizon the model projects 321.22 (cumulative +229.8%).	97.4231	97.9741	96.7444	96.5304	97.0618	98.1836	107.5437	109.8548	115.3416	141.5357	166.4362	188.7025	231.1832	321.219
FRO	The short-term (1-month) outlook for FRO is mildly bullish (+0.8% vs current price of 329.70). At 6 months the model targets 354.92 (+7.6%), a bullish medium-term signal. The 1-year forecast stands at 288.93 (-12.4%). Over a 5-year horizon the model projects 727.47 (cumulative +120.6%).	329.6122	329.8935	332.0938	334.0235	323.0383	332.3167	327.5785	317.0171	354.9161	288.9321	277.8165	473.9277	787.6516	727.4697
HGSB	The short-term (1-month) outlook for HGSB is mildly bullish (+2.6% vs current price of 164.98). At 6 months the model targets 203.06 (+23.1%), a strongly bullish medium-term signal. The 1-year forecast stands at 182.30 (+10.5%). Over a 5-year horizon the model projects 164.98 (cumulative +0.0%).	164.9547	166.6969	169.202	167.9074	167.5197	169.2991	173.139	173.3442	203.0569	182.3024	164.98	164.98	164.98	164.98
GENT	The short-term (1-month) outlook for GENT is strongly bullish (+12.4% vs current price of 44.00). At 6 months the model targets 65.79 (+49.5%), a strongly bullish medium-term signal. The 1-year forecast stands at 43.05 (-2.1%). Over a 5-year horizon the model projects 46.04 (cumulative +4.6%).	44.2885	44.4033	45.2431	44.6591	46.7476	49.457	47.1706	51.1696	65.7902	43.0549	36.5362	41.5609	38.3041	46.0386
HERMA	The short-term (1-month) outlook for HERMA is bearish (-6.8% vs current price of 16.45). At 6 months the model targets 11.53 (-29.9%), a strongly bearish medium-term signal. The 1-year forecast stands at 18.57 (+12.9%). Over a 5-year horizon the model projects 16.45 (cumulative -0.0%).	16.7266	16.4942	16.3662	16.2232	16.0591	15.3327	14.2436	13.6964	11.5321	18.5702	16.45	16.45	16.45	16.45
HAFNI	The short-term (1-month) outlook for HAFNI is bullish (+3.5% vs current price of 79.20). At 6 months the model targets 91.73 (+15.8%), a strongly bullish medium-term signal. The 1-year forecast stands at 86.31 (+9.0%). Over a 5-year horizon the model projects 317.41 (cumulative +300.8%).	79.6188	79.5278	80.2574	77.0265	76.0478	82.0049	83.3539	86.0166	91.731	86.3145	83.5345	151.0504	242.6404	317.409
GJF	The short-term (1-month) outlook for GJF is mildly bullish (+2.9% vs current price of 260.40). At 6 months the model targets 264.21 (+1.5%), a mildly bullish medium-term signal. The 1-year forecast stands at 244.04 (-6.3%). Over a 5-year horizon the model projects 436.16 (cumulative +67.5%).	260.4434	260.9029	260.8003	261.8365	263.3797	267.9003	272.8983	265.3201	264.2075	244.0396	246.1397	371.5808	475.0826	436.1632
GOD	The short-term (1-month) outlook for GOD is bullish (+4.6% vs current price of 11.20). At 6 months the model targets 11.28 (+0.7%), a mildly bullish medium-term signal. The 1-year forecast stands at 11.76 (+5.0%). Over a 5-year horizon the model projects 19.85 (cumulative +77.2%).	11.1454	11.2425	11.6529	11.6828	11.5197	11.7183	12.085	12.1493	11.2784	11.7606	9.9383	14.4239	17.5736	19.851
GYL	The short-term (1-month) outlook for GYL is bullish (+3.7% vs current price of 426.00). At 6 months the model targets 440.66 (+3.4%), a bullish medium-term signal. The 1-year forecast stands at 479.00 (+12.4%). Over a 5-year horizon the model projects 592.25 (cumulative +39.0%).	428.9673	430.9107	434.546	436.8284	439.1422	441.9352	429.0986	432.1181	440.6561	478.999	495.0064	515.8351	628.7738	592.248
GSF	The short-term (1-month) outlook for GSF is strongly bullish (+14.1% vs current price of 34.42). At 6 months the model targets 55.72 (+61.9%), a strongly bullish medium-term signal. The 1-year forecast stands at 37.27 (+8.3%). Over a 5-year horizon the model projects 55.33 (cumulative +60.8%).	34.6275	34.9694	35.9659	36.2742	37.6111	39.2733	39.522	47.7303	55.7234	37.2705	42.2362	58.4979	56.9285	55.3333
HSHP	The short-term (1-month) outlook for HSHP is bullish (+3.7% vs current price of 124.40). At 6 months the model targets 101.93 (-18.1%), a strongly bearish medium-term signal. The 1-year forecast stands at 83.67 (-32.7%). Over a 5-year horizon the model projects 124.40 (cumulative -0.0%).	125.772	125.7896	126.2924	133.7712	135.5831	129.0213	138.3688	142.0141	101.9285	83.6749	205.4341	267.9594	124.4	124.4
