ticker	comment	price_24h	price_48h	price_1w	price_2w	price_3w	price_1m	price_2m	price_3m	price_6m	price_1y	price_2y	price_3y	price_4y	price_5y
B2I	The short-term (1-month) outlook for B2I is bearish (-9.7% vs current price of 24.90). At 6 months the model targets 25.53 (+2.5%), a mildly bullish medium-term signal. The 1-year forecast stands at 31.38 (+26.0%). Over a 5-year horizon the model projects 69.31 (cumulative +178.4%).	22.323	22.2601	22.0422	21.4984	21.5034	22.4818	23.0695	25.339	25.5268	31.3815	38.699	48.6671	60.8213	69.3108
BAKKA	The short-term (1-month) outlook for BAKKA is strongly bearish (-12.4% vs current price of 437.00). At 6 months the model targets 369.03 (-15.6%), a strongly bearish medium-term signal. The 1-year forecast stands at 295.88 (-32.3%). Over a 5-year horizon the model projects 0.00 (cumulative -100.0%).	400.8097	399.531	399.0002	393.1101	388.7235	382.9807	360.9231	358.0829	369.0292	295.8823	190.6424	84.3161	0.0	0.0
BRG	The short-term (1-month) outlook for BRG is strongly bullish (+10.5% vs current price of 169.20). At 6 months the model targets 189.05 (+11.7%), a strongly bullish medium-term signal. The 1-year forecast stands at 176.60 (+4.4%). Over a 5-year horizon the model projects 191.60 (cumulative +13.2%).	179.1935	179.4726	180.7561	183.0458	185.2126	186.96	182.9258	190.5271	189.0548	176.6023	176.1809	178.0255	182.9494	191.6007
BONHR	The short-term (1-month) outlook for BONHR is bearish (-7.5% vs current price of 251.50). At 6 months the model targets 228.66 (-9.1%), a bearish medium-term signal. The 1-year forecast stands at 220.91 (-12.2%). Over a 5-year horizon the model projects 211.69 (cumulative -15.8%).	220.9758	220.6088	220.1062	221.3021	225.7611	232.6336	226.451	244.5742	228.6554	220.9112	212.1482	203.4443	205.925	211.6901
BNOR	The short-term (1-month) outlook for BNOR is strongly bearish (-20.5% vs current price of 559.00). At 6 months the model targets 388.66 (-30.5%), a strongly bearish medium-term signal. The 1-year forecast stands at 472.61 (-15.5%). Over a 5-year horizon the model projects 397.69 (cumulative -28.9%).	473.643	472.0236	469.5209	459.7453	451.3593	444.3699	420.8555	407.4766	388.6643	472.6099	463.3986	443.7715	422.663	397.6897
CAVEN	The short-term (1-month) outlook for CAVEN is strongly bullish (+162.4% vs current price of 7.37). At 6 months the model targets 15.49 (+110.1%), a strongly bullish medium-term signal. The 1-year forecast stands at 10.21 (+38.5%). Over a 5-year horizon the model projects 26.62 (cumulative +261.2%).	9.5877	10.2533	12.1301	17.1885	20.3462	19.3416	21.4681	18.513	15.4878	10.2077	15.4729	16.8391	22.2422	26.6178
BOR	The short-term (1-month) outlook for BOR is bullish (+7.4% vs current price of 15.70). At 6 months the model targets 21.47 (+36.7%), a strongly bullish medium-term signal. The 1-year forecast stands at 18.82 (+19.9%). Over a 5-year horizon the model projects 28.72 (cumulative +82.9%).	16.2666	16.1686	16.099	16.2816	16.5594	16.8668	16.8122	19.1984	21.4672	18.818	20.8926	23.6091	26.9444	28.718
BWE	The short-term (1-month) outlook for BWE is bullish (+3.8% vs current price of 55.30). At 6 months the model targets 64.67 (+16.9%), a strongly bullish medium-term signal. The 1-year forecast stands at 79.47 (+43.7%). Over a 5-year horizon the model projects 170.22 (cumulative +207.8%).	54.2841	54.3612	54.695	55.5827	56.3453	57.4062	58.9732	61.2944	64.6708	79.4725	105.0976	126.0097	147.3637	170.2161
BOUV	The short-term (1-month) outlook for BOUV is strongly bullish (+31.2% vs current price of 51.40). At 6 months the model targets 62.62 (+21.8%), a strongly bullish medium-term signal. The 1-year forecast stands at 61.45 (+19.6%). Over a 5-year horizon the model projects 60.38 (cumulative +17.5%).	63.5932	63.7477	64.5753	66.1039	67.2041	67.4417	66.8092	66.8247	62.6187	61.4498	60.9567	59.8216	59.0233	60.3764
CMBTO	The short-term (1-month) outlook for CMBTO is bullish (+3.8% vs current price of 118.60). At 6 months the model targets 142.80 (+20.4%), a strongly bullish medium-term signal. The 1-year forecast stands at 173.62 (+46.4%). Over a 5-year horizon the model projects 425.53 (cumulative +258.8%).	124.6982	125.5647	128.8786	135.821	135.5519	123.1557	143.4814	137.5613	142.7997	173.6249	225.702	273.3976	357.5555	425.5337
DELIA	The short-term (1-month) outlook for DELIA is strongly bullish (+46.4% vs current price of 370.00). At 6 months the model targets 637.37 (+72.3%), a strongly bullish medium-term signal. The 1-year forecast stands at 761.81 (+105.9%). Over a 5-year horizon the model projects 2622.91 (cumulative +608.9%).	388.6393	390.9836	415.9433	501.9092	581.4499	541.5724	602.9721	464.8156	637.3708	761.8082	1138.1334	1606.4157	2160.725	2622.9139
BWLPG	The short-term (1-month) outlook for BWLPG is strongly bearish (-19.2% vs current price of 172.50). At 6 months the model targets 132.51 (-23.2%), a strongly bearish medium-term signal. The 1-year forecast stands at 123.79 (-28.2%). Over a 5-year horizon the model projects 106.99 (cumulative -38.0%).	128.7091	128.7159	127.8067	127.1109	130.1034	139.3209	142.9174	140.8055	132.5137	123.7872	113.882	106.4422	106.0721	106.9876
CAPSL	The short-term (1-month) outlook for CAPSL is bearish (-9.0% vs current price of 4.53). At 6 months the model targets 1.90 (-58.1%), a strongly bearish medium-term signal. The 1-year forecast stands at 0.00 (-100.0%). Over a 5-year horizon the model projects 0.00 (cumulative -100.0%).	4.693	4.6625	4.6293	4.4624	4.2989	4.1234	3.7499	3.5274	1.8989	0.0	0.0	0.0	0.0	0.0
CADLR	The short-term (1-month) outlook for CADLR is mildly bullish (+1.1% vs current price of 61.40). At 6 months the model targets 58.97 (-4.0%), a bearish medium-term signal. The 1-year forecast stands at 69.82 (+13.7%). Over a 5-year horizon the model projects 103.93 (cumulative +69.3%).	60.9605	61.0688	60.7778	60.0831	60.1926	62.061	62.1715	63.0366	58.9665	69.8237	77.7162	86.1939	94.8561	103.9318
BWO	The short-term (1-month) outlook for BWO is bearish (-5.7% vs current price of 50.70). At 6 months the model targets 49.42 (-2.5%), a mildly bearish medium-term signal. The 1-year forecast stands at 57.39 (+13.2%). Over a 5-year horizon the model projects 98.98 (cumulative +95.2%).	45.1912	44.9798	44.6098	44.5388	45.6282	47.8156	44.4464	43.5259	49.4224	57.3896	65.9362	75.3774	87.3029	98.9822
DOFG	The short-term (1-month) outlook for DOFG is strongly bullish (+18.4% vs current price of 137.60). At 6 months the model targets 141.33 (+2.7%), a mildly bullish medium-term signal. The 1-year forecast stands at 201.53 (+46.5%). Over a 5-year horizon the model projects 426.41 (cumulative +209.9%).	138.696	139.3495	143.5141	153.3764	160.9082	162.9162	159.7597	163.1316	141.3269	201.5267	272.5455	324.1649	374.3655	426.411
CRNA	The short-term (1-month) outlook for CRNA is strongly bearish (-74.9% vs current price of 8.62). At 6 months the model targets 1.65 (-80.8%), a strongly bearish medium-term signal. The 1-year forecast stands at 1.78 (-79.3%). Over a 5-year horizon the model projects 1.68 (cumulative -80.6%).	1.9299	1.923	1.9317	1.9775	2.0622	2.1672	1.6243	1.6114	1.6535	1.7835	1.7626	1.9055	1.8701	1.6763
CLOUD	The short-term (1-month) outlook for CLOUD is mildly bearish (-0.7% vs current price of 13.00). At 6 months the model targets 13.60 (+4.6%), a bullish medium-term signal. The 1-year forecast stands at 13.92 (+7.1%). Over a 5-year horizon the model projects 16.87 (cumulative +29.8%).	12.6011	12.5469	12.5346	12.4727	12.626	12.9149	13.2534	13.5454	13.5963	13.9201	15.0064	15.6149	15.8609	16.8737
DNB	The short-term (1-month) outlook for DNB is strongly bullish (+12.3% vs current price of 277.20). At 6 months the model targets 309.68 (+11.7%), a strongly bullish medium-term signal. The 1-year forecast stands at 345.53 (+24.7%). Over a 5-year horizon the model projects 577.44 (cumulative +108.3%).	292.0817	292.875	295.2473	301.8318	307.4759	311.4294	314.0444	311.0637	309.6762	345.5302	403.1126	458.4006	518.7236	577.4353
CONTX	The short-term (1-month) outlook for CONTX is strongly bearish (-10.0% vs current price of 3.65). At 6 months the model targets 2.54 (-30.5%), a strongly bearish medium-term signal. The 1-year forecast stands at 2.11 (-42.2%). Over a 5-year horizon the model projects 0.00 (cumulative -100.0%).	3.4154	3.3886	3.338	3.2329	3.1997	3.285	3.2989	3.1285	2.5383	2.1083	0.7071	0.0	0.0	0.0
DNO	The short-term (1-month) outlook for DNO is bearish (-7.8% vs current price of 18.92). At 6 months the model targets 18.33 (-3.1%), a bearish medium-term signal. The 1-year forecast stands at 22.70 (+20.0%). Over a 5-year horizon the model projects 38.13 (cumulative +101.5%).	17.4699	17.4717	17.3572	17.192	17.1121	17.4428	17.5358	17.7457	18.3322	22.6952	27.6376	31.5309	34.4521	38.1305
EIOF	The short-term (1-month) outlook for EIOF is strongly bearish (-21.4% vs current price of 16.60). At 6 months the model targets 12.28 (-26.0%), a strongly bearish medium-term signal. The 1-year forecast stands at 12.30 (-25.9%). Over a 5-year horizon the model projects 7.86 (cumulative -52.7%).	12.6039	12.5229	12.4331	12.3882	12.6988	13.0528	12.2689	13.0344	12.2801	12.2976	10.8137	9.5274	8.7774	7.8579
ELABS	The short-term (1-month) outlook for ELABS is mildly bullish (+1.1% vs current price of 2.95). At 6 months the model targets 0.00 (-100.0%), a strongly bearish medium-term signal. The 1-year forecast stands at 0.00 (-100.0%). Over a 5-year horizon the model projects 0.00 (cumulative -100.0%).	3.1989	3.1778	3.129	3.0592	3.0358	2.9887	2.6762	2.3955	0.0	0.0	0.0	0.0	0.0	0.0
ELK	The short-term (1-month) outlook for ELK is mildly bullish (+1.5% vs current price of 28.46). At 6 months the model targets 34.84 (+22.4%), a strongly bullish medium-term signal. The 1-year forecast stands at 37.69 (+32.4%). Over a 5-year horizon the model projects 71.10 (cumulative +149.8%).	29.2948	29.271	29.1334	28.9023	28.8388	28.8986	29.1284	31.7025	34.8423	37.694	44.7051	52.4266	62.2019	71.1009
ELO	The short-term (1-month) outlook for ELO is strongly bullish (+11.8% vs current price of 35.10). At 6 months the model targets 41.47 (+18.2%), a strongly bullish medium-term signal. The 1-year forecast stands at 33.77 (-3.8%). Over a 5-year horizon the model projects 28.25 (cumulative -19.5%).	38.0099	38.1672	38.6569	39.1834	39.3718	39.236	40.7012	44.2015	41.4735	33.7668	32.5125	32.3756	32.0835	28.2501
EMGS	The short-term (1-month) outlook for EMGS is strongly bullish (+16.8% vs current price of 0.26). At 6 months the model targets 0.00 (-100.0%), a strongly bearish medium-term signal. The 1-year forecast stands at 0.00 (-100.0%). Over a 5-year horizon the model projects 0.00 (cumulative -100.0%).	0.3811	0.3784	0.3712	0.3551	0.3369	0.3059	0.2069	0.1123	0.0	0.0	0.0	0.0	0.0	0.0
ELMRA	The short-term (1-month) outlook for ELMRA is bullish (+5.7% vs current price of 35.00). At 6 months the model targets 36.92 (+5.5%), a bullish medium-term signal. The 1-year forecast stands at 38.44 (+9.8%). Over a 5-year horizon the model projects 50.09 (cumulative +43.1%).	35.5108	35.5083	35.6872	36.1223	36.6685	36.9939	36.0548	36.0476	36.9228	38.4385	40.7199	43.0061	45.9619	50.0921
ENSU	The short-term (1-month) outlook for ENSU is strongly bullish (+105.0% vs current price of 0.65). At 6 months the model targets 1.36 (+109.4%), a strongly bullish medium-term signal. The 1-year forecast stands at 1.47 (+127.1%). Over a 5-year horizon the model projects 2.45 (cumulative +278.2%).	1.3539	1.3601	1.3653	1.3385	1.2993	1.3303	1.5774	1.6694	1.3593	1.4736	1.6477	1.9436	2.2372	2.4546
ENVIP	The short-term (1-month) outlook for ENVIP is strongly bullish (+22.4% vs current price of 50.30). At 6 months the model targets 58.23 (+15.8%), a strongly bullish medium-term signal. The 1-year forecast stands at 45.59 (-9.4%). Over a 5-year horizon the model projects 21.54 (cumulative -57.2%).	56.0613	56.2087	57.3301	58.8112	59.6268	61.5887	71.2846	78.4747	58.23	45.5946	40.7538	35.2493	27.2731	21.5368
DFENS	The short-term (1-month) outlook for DFENS is strongly bullish (+194.8% vs current price of 13.80). At 6 months the model targets 12.76 (-7.5%), a bearish medium-term signal. The 1-year forecast stands at 31.17 (+125.9%). Over a 5-year horizon the model projects 51.42 (cumulative +272.6%).	4.4058	4.1179	5.631	19.8251	37.278	40.6849	6.1039	21.4506	12.7647	31.1704	32.0021	16.4404	45.5977	51.4249
ENDUR	The short-term (1-month) outlook for ENDUR is strongly bullish (+10.4% vs current price of 107.60). At 6 months the model targets 119.51 (+11.1%), a strongly bullish medium-term signal. The 1-year forecast stands at 127.49 (+18.5%). Over a 5-year horizon the model projects 278.88 (cumulative +159.2%).	105.3968	105.3037	108.0428	111.363	113.3681	118.8183	113.7914	108.3869	119.5083	127.4924	162.65	194.7793	233.672	278.8849
FRO	The short-term (1-month) outlook for FRO is strongly bearish (-25.3% vs current price of 329.70). At 6 months the model targets 256.00 (-22.4%), a strongly bearish medium-term signal. The 1-year forecast stands at 270.17 (-18.1%). Over a 5-year horizon the model projects 305.67 (cumulative -7.3%).	247.752	246.0616	240.0863	231.9442	234.0867	246.1495	228.9754	226.833	255.9986	270.1652	264.1129	275.7711	302.5097	305.6675
EQNR	The short-term (1-month) outlook for EQNR is strongly bearish (-19.6% vs current price of 356.60). At 6 months the model targets 278.44 (-21.9%), a strongly bearish medium-term signal. The 1-year forecast stands at 325.14 (-8.8%). Over a 5-year horizon the model projects 374.27 (cumulative +5.0%).	287.0724	286.4781	284.4129	281.8954	282.6402	286.6945	286.4357	274.259	278.444	325.1418	351.8763	361.0614	363.639	374.2736
ENTRA	The short-term (1-month) outlook for ENTRA is bullish (+7.2% vs current price of 105.40). At 6 months the model targets 112.94 (+7.2%), a bullish medium-term signal. The 1-year forecast stands at 108.36 (+2.8%). Over a 5-year horizon the model projects 106.40 (cumulative +0.9%).	109.429	109.5637	109.5525	109.9706	111.0143	113.0074	113.6424	119.2377	112.941	108.3641	105.7055	102.7812	103.4479	106.3978
EQVA	The short-term (1-month) outlook for EQVA is strongly bullish (+13.2% vs current price of 3.48). At 6 months the model targets 3.74 (+7.6%), a bullish medium-term signal. The 1-year forecast stands at 2.96 (-15.0%). Over a 5-year horizon the model projects 1.26 (cumulative -63.8%).	3.3319	3.3557	3.388	3.5512	3.7395	3.9389	4.078	4.1681	3.7442	2.9583	2.5677	2.0761	1.676	1.2598
EPR	The short-term (1-month) outlook for EPR is bullish (+7.5% vs current price of 97.40). At 6 months the model targets 112.06 (+15.1%), a strongly bullish medium-term signal. The 1-year forecast stands at 118.32 (+21.5%). Over a 5-year horizon the model projects 189.30 (cumulative +94.4%).	100.8948	101.1697	101.819	103.3171	104.1648	104.7281	108.6354	112.5329	112.0607	118.3207	136.5815	153.036	169.6749	189.3023
GJF	The short-term (1-month) outlook for GJF is strongly bullish (+19.6% vs current price of 260.40). At 6 months the model targets 330.65 (+27.0%), a strongly bullish medium-term signal. The 1-year forecast stands at 350.81 (+34.7%). Over a 5-year horizon the model projects 607.50 (cumulative +133.3%).	291.0627	292.2515	294.6727	301.247	306.8656	311.3595	313.477	326.5149	330.649	350.8066	410.9399	470.7639	533.1786	607.5046
HERMA	The short-term (1-month) outlook for HERMA is bullish (+7.1% vs current price of 16.45). At 6 months the model targets 31.61 (+92.2%), a strongly bullish medium-term signal. The 1-year forecast stands at 29.88 (+81.7%). Over a 5-year horizon the model projects 95.58 (cumulative +481.0%).	17.7797	17.9335	18.13	18.3726	18.1693	17.6179	22.1723	25.9725	31.6093	29.8818	43.9884	59.3418	75.6547	95.5816
HGSB	The short-term (1-month) outlook for HGSB is strongly bullish (+23.9% vs current price of 164.98). At 6 months the model targets 296.95 (+80.0%), a strongly bullish medium-term signal. The 1-year forecast stands at 278.55 (+68.8%). Over a 5-year horizon the model projects 726.59 (cumulative +340.4%).	173.8515	174.4906	178.6729	187.3635	195.3565	204.3559	247.6355	276.9717	296.9501	278.5458	393.8888	491.3247	590.2097	726.5854
GENT	The short-term (1-month) outlook for GENT is strongly bullish (+23.1% vs current price of 44.00). At 6 months the model targets 61.32 (+39.4%), a strongly bullish medium-term signal. The 1-year forecast stands at 55.13 (+25.3%). Over a 5-year horizon the model projects 79.94 (cumulative +81.7%).	52.4421	52.4863	52.9283	53.2916	53.4687	54.1744	60.7811	63.0046	61.3243	55.1348	59.0106	65.0485	71.3454	79.935
HAFNI	The short-term (1-month) outlook for HAFNI is strongly bearish (-16.3% vs current price of 79.20). At 6 months the model targets 75.79 (-4.3%), a bearish medium-term signal. The 1-year forecast stands at 79.57 (+0.5%). Over a 5-year horizon the model projects 134.90 (cumulative +70.3%).	66.2572	66.0418	65.9417	65.4778	65.7611	66.3034	65.0222	66.1126	75.794	79.5733	89.5145	101.0697	118.6739	134.8991
GYL	The short-term (1-month) outlook for GYL is bullish (+4.7% vs current price of 426.00). At 6 months the model targets 421.21 (-1.1%), a mildly bearish medium-term signal. The 1-year forecast stands at 430.64 (+1.1%). Over a 5-year horizon the model projects 409.65 (cumulative -3.8%).	438.6036	438.739	437.9475	439.0589	441.7019	446.1857	433.6263	420.2046	421.2119	430.6421	418.9635	415.9706	414.353	409.6484
GSF	The short-term (1-month) outlook for GSF is bullish (+9.5% vs current price of 34.42). At 6 months the model targets 37.09 (+7.8%), a bullish medium-term signal. The 1-year forecast stands at 39.22 (+13.9%). Over a 5-year horizon the model projects 51.40 (cumulative +49.3%).	36.2353	36.2041	35.9841	35.9612	36.6347	37.6929	36.4143	38.6794	37.0915	39.2187	39.8426	42.2672	46.6283	51.398
HAVI	The short-term (1-month) outlook for HAVI is strongly bearish (-100.0% vs current price of 1.17). At 6 months the model targets 0.00 (-100.0%), a strongly bearish medium-term signal. The 1-year forecast stands at 0.00 (-100.0%). Over a 5-year horizon the model projects 0.00 (cumulative -100.0%).	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
